['From', 'NULL']
[' ', 'NULL']
['Then', 'NULL']
['get', 'NULL']
['on', 'NULL']
['with', 'NULL']
['doing', 'NULL']
['what', 'NULL']
['you', 'NULL']
['do', 'NULL']
['best', 'NULL']
['in', 'NULL']
['a', 'NULL']
['modern', 'NULL']
['pluralistic', 'NULL']
['society', 'NULL']
['like', 'NULL']
['the', 'NULL']
['U', 'NULL']
['S', 'NULL']
['make', 'NULL']
['art', 'NULL']
[' ', 'NULL']
['make', 'NULL']
['science', 'NULL']
[' ', 'NULL']
['make', 'NULL']
['products', 'NULL']
[' ', 'NULL']
['make', 'NULL']
['friends', 'NULL']
[' ', 'NULL']
['be', 'NULL']
['happy', 'NULL']
[' ', 'NULL']
['be', 'NULL']
['self', 'NULL']
['fulfilled', 'NULL']
[' ', 'NULL']
['etc', 'NULL']
[' ', 'NULL']
['and', 'NULL']
['just', 'NULL']
['generally', 'NULL']
['get', 'NULL']
['on', 'NULL']
['with', 'NULL']
['making', 'NULL']
['productive', 'NULL']
['lives', 'NULL']
['free', 'NULL']
['of', 'NULL']
['the', 'NULL']
['need', 'NULL']
['to', 'NULL']
['pursue', 'NULL']
['a', 'NULL']
['collective', 'NULL']
['or', 'NULL']
['ethnocentric', 'NULL']
['messianic', 'NULL']
['mission', 'NULL']
['of', 'NULL']
['any', 'NULL']
['kind', 'NULL']
[' ', 'NULL']
['divine', 'NULL']
['or', 'NULL']
['secular', 'NULL']
['If', 'NULL']
['this', 'NULL']
['doesn', 'NULL']
['t', 'NULL']
['happen', 'NULL']
[' ', 'NULL']
['it', 'NULL']
['seems', 'NULL']
['certain', 'NULL']
['that', 'NULL']
['Israel', 'NULL']
['will', 'NULL']
['be', 'NULL']
['heading', 'NULL']
['for', 'NULL']
['a', 'NULL']
['mess', 'NULL']
['that', 'NULL']
['is', 'NULL']
['beyond', 'NULL']
['your', 'NULL']
['wildest', 'NULL']
['dreams', 'NULL']
[' ', 'NULL']
['Those', 'NULL']
['who', 'NULL']
['will', 'NULL']
['be', 'NULL']
['taking', 'NULL']
['the', 'NULL']
['deepest', 'NULL']
['pleasure', 'NULL']
['in', 'NULL']
['Israel', 'NULL']
['s', 'NULL']
['continued', 'NULL']
['existence', 'NULL']
['will', 'NULL']
['be', 'NULL']
['the', 'NULL']
['world', 'NULL']
['s', 'NULL']
['most', 'NULL']
['virulent', 'NULL']
['anti', 'NULL']
['Semites', 'NULL']
['I', 'NULL']
['know', 'NULL']
['you', 'NULL']
['won', 'NULL']
['t', 'NULL']
['believe', 'NULL']
['a', 'NULL']
['word', 'NULL']
['I', 'NULL']
['am', 'NULL']
['saying', 'NULL']
[' ', 'NULL']
['and', 'NULL']
['will', 'NULL']
['react', 'NULL']
['defensively', 'NULL']
[' ', 'NULL']
['but', 'NULL']
['that', 'NULL']
['s', 'NULL']
['ok', 'NULL']
[' ', 'NULL']
['I', 'NULL']
['know', 'NULL']
['what', 'NULL']
['I', 'NULL']
['know', 'NULL']
[' ', 'NULL']
['And', 'NULL']
['I', 'NULL']
['only', 'NULL']
['say', 'NULL']
['something', 'NULL']
['like', 'NULL']
['this', 'NULL']
['with', 'NULL']
['the', 'NULL']
['utmost', 'NULL']
['gravity', 'NULL']
['and', 'NULL']
['care', 'NULL']
[' ', 'NULL']
['after', 'NULL']
['a', 'NULL']
['tremendous', 'NULL']
['amount', 'NULL']
['of', 'NULL']
['reading', 'NULL']
[' ', 'NULL']
['thought', 'NULL']
[' ', 'NULL']
['and', 'NULL']
['conversation', 'NULL']
[' ', 'NULL']
['I', 'NULL']
['know', 'NULL']
['what', 'NULL']
['I', 'NULL']
['am', 'NULL']
['talking', 'NULL']
['about', 'NULL']
[' ', 'NULL']
['and', 'NULL']
['I', 'NULL']
['came', 'NULL']
['to', 'NULL']
['these', 'NULL']
['conclusions', 'NULL']
['very', 'NULL']
['reluctantly', 'NULL']
[' ', 'NULL']
['in', 'NULL']
['fact', 'NULL']
['resisted', 'NULL']
['them', 'NULL']
['with', 'NULL']
['all', 'NULL']
['my', 'NULL']
['might', 'NULL']
[' ', 'NULL']
['since', 'NULL']
['they', 'NULL']
['are', 'NULL']
['so', 'NULL']
['disturbing', 'NULL']
[' ', 'NULL']
['I', 'NULL']
['mainly', 'NULL']
['want', 'NULL']
['to', 'NULL']
['get', 'NULL']
['this', 'NULL']
['statement', 'NULL']
['down', 'NULL']
['on', 'NULL']
['the', 'NULL']
['public', 'NULL']
['record', 'NULL']
['somewhere', 'NULL']
[' ', 'NULL']
['in', 'NULL']
['part', 'NULL']
['for', 'NULL']
['the', 'NULL']
['ego', 'NULL']
['gratification', 'NULL']
['of', 'NULL']
['being', 'NULL']
['recognized', 'NULL']
['as', 'NULL']
['one', 'NULL']
['of', 'NULL']
['the', 'NULL']
['first', 'NULL']
['people', 'NULL']
['to', 'NULL']
['figure', 'NULL']
['this', 'NULL']
['out', 'NULL']
[' ', 'NULL']
['Once', 'NULL']
['you', 'NULL']
['get', 'NULL']
['a', 'NULL']
['handle', 'NULL']
['on', 'NULL']
['the', 'NULL']
['key', 'NULL']
['features', 'NULL']
['of', 'NULL']
['false', 'NULL']
['messianism', 'NULL']
[' ', 'NULL']
['of', 'NULL']
['any', 'NULL']
['messianism', 'NULL']
['for', 'NULL']
['that', 'NULL']
['matter', 'NULL']
[' ', 'NULL']
['and', 'NULL']
['do', 'NULL']
['a', 'NULL']
['match', 'NULL']
['against', 'NULL']
['all', 'NULL']
['the', 'NULL']
['developments', 'NULL']
['that', 'NULL']
['have', 'NULL']
['been', 'NULL']
['going', 'NULL']
['on', 'NULL']
['Israel', 'NULL']
['virtually', 'NULL']
['since', 'NULL']
['it', 'NULL']
['s', 'NULL']
['founding', 'NULL']
[' ', 'NULL']
['the', 'NULL']
['truth', 'NULL']
['becomes', 'NULL']
['crystal', 'NULL']
['clear', 'NULL']
[' ', 'NULL']
['The', 'NULL']
['coming', 'NULL']
['collapse', 'NULL']
['is', 'NULL']
['visible', 'NULL']
['in', 'NULL']
['Israel', 'NULL']
['s', 'NULL']
['every', 'NULL']
['action', 'NULL']
['and', 'NULL']
['word', 'NULL']
['One', 'NULL']
['important', 'NULL']
['point', 'NULL']
['to', 'NULL']
['keep', 'NULL']
['in', 'NULL']
['mind', 'NULL']
['is', 'NULL']
['that', 'NULL']
['people', 'NULL']
['who', 'NULL']
['have', 'NULL']
['been', 'NULL']
['bitten', 'NULL']
['by', 'NULL']
['the', 'NULL']
['messianic', 'NULL']
['bug', 'NULL']
['NEVER', 'NULL']
['know', 'NULL']
['when', 'NULL']
['the', 'NULL']
['house', 'NULL']
['is', 'NULL']
['about', 'NULL']
['to', 'NULL']
['cave', 'NULL']
['in', 'NULL']
[' ', 'NULL']
['that', 'NULL']
['is', 'NULL']
['one', 'NULL']
['of', 'NULL']
['the', 'NULL']
['key', 'NULL']
['traits', 'NULL']
['of', 'NULL']
['messianism', 'NULL']
[' ', 'NULL']
['it', 'NULL']
['destroys', 'NULL']
['your', 'NULL']
['ability', 'NULL']
['to', 'NULL']
['read', 'NULL']
['objective', 'NULL']
['reality', 'NULL']
['clearly', 'NULL']
[' ', 'NULL']
['The', 'NULL']
['mind', 'NULL']
['of', 'NULL']
['the', 'NULL']
['messianist', 'NULL']
['whether', 'NULL']
['that', 'NULL']
['of', 'NULL']
['one', 'NULL']
['of', 'NULL']
['the', 'NULL']
['leaders', 'NULL']
['of', 'NULL']
['the', 'NULL']
['revolt', 'NULL']
['against', 'NULL']
['Rome', 'NULL']
[' ', 'NULL']
['or', 'NULL']
['one', 'NULL']
['of', 'NULL']
['Sabbatai', 'NULL']
['Sevi', 'NULL']
['s', 'NULL']
['followers', 'NULL']
[' ', 'NULL']
['or', 'NULL']
['one', 'NULL']
['of', 'NULL']
['Karl', 'NULL']
['Marx', 'NULL']
['s', 'NULL']
['disciples', 'NULL']
[' ', 'NULL']
['or', 'NULL']
['Menachem', 'NULL']
['Schneerson', 'NULL']
['s', 'NULL']
[' ', 'NULL']
['or', 'NULL']
['David', 'NULL']
['Koresh', 'PERSON']
['s', 'NULL']
[' ', 'NULL']
['is', 'NULL']
['clouded', 'NULL']
['by', 'NULL']
['a', 'NULL']
['kind', 'NULL']
['of', 'NULL']
['drug', 'NULL']
['which', 'NULL']
['is', 'NULL']
['able', 'NULL']
['to', 'NULL']
['ignore', 'NULL']
['or', 'NULL']
['distort', 'NULL']
['every', 'NULL']
['fact', 'NULL']
['relevant', 'NULL']
['to', 'NULL']
['his', 'NULL']
['or', 'NULL']
['her', 'NULL']
['true', 'NULL']
['situation', 'NULL']
[' ', 'NULL']
['All', 'NULL']
['messianists', 'NULL']
['are', 'NULL']
['essentially', 'NULL']
['mad', 'NULL']
[' ', 'NULL']
['at', 'NULL']
['least', 'NULL']
['for', 'NULL']
['the', 'NULL']
['duration', 'NULL']
['of', 'NULL']
['their', 'NULL']
['fever', 'NULL']
[' ', 'NULL']
['After', 'NULL']
['every', 'NULL']
['messianic', 'NULL']
['binge', 'NULL']
['comes', 'NULL']
['the', 'NULL']
['vicious', 'NULL']
['headache', 'NULL']
[' ', 'NULL']
['what', 'NULL']
['the', 'NULL']
['hell', 'NULL']
['were', 'NULL']
['we', 'NULL']
['up', 'NULL']
['to', 'NULL']
['What', 'NULL']
['is', 'NULL']
['the', 'NULL']
['essence', 'NULL']
['of', 'NULL']
['messianism', 'NULL']
[' ', 'NULL']
['Eventually', 'NULL']
['your', 'NULL']
['bullshit', 'NULL']
['catches', 'NULL']
['up', 'NULL']
['with', 'NULL']
['you', 'NULL']
['It', 'NULL']
['wouldn', 'NULL']
['t', 'NULL']
['have', 'NULL']
['made', 'NULL']
['a', 'NULL']
['damn', 'NULL']
['bit', 'NULL']
['of', 'NULL']
['difference', 'NULL']
[' ', 'NULL']
['by', 'NULL']
['the', 'NULL']
['way', 'NULL']
[' ', 'NULL']
['if', 'NULL']
['the', 'NULL']
['Arabs', 'NULL']
['in', 'NULL']
['the', 'NULL']
['region', 'NULL']
['had', 'NULL']
['welcomed', 'NULL']
['the', 'NULL']
['state', 'NULL']
['of', 'NULL']
['Israel', 'NULL']
['with', 'NULL']
['open', 'NULL']
['arms', 'NULL']
[' ', 'NULL']
['In', 'NULL']
['fact', 'NULL']
['if', 'NULL']
['that', 'NULL']
['had', 'NULL']
['been', 'NULL']
['the', 'NULL']
['case', 'NULL']
[' ', 'NULL']
['Israel', 'NULL']
['would', 'NULL']
['have', 'NULL']
['gone', 'NULL']
['under', 'NULL']
['much', 'NULL']
['sooner', 'NULL']
[' ', 'NULL']
['The', 'NULL']
['Mideast', 'NULL']
['wars', 'NULL']
[' ', 'NULL']
['with', 'NULL']
['their', 'NULL']
['effect', 'NULL']
['in', 'NULL']
['uniting', 'NULL']
['Israelis', 'NULL']
['against', 'NULL']
['a', 'NULL']
['common', 'NULL']
['external', 'NULL']
['enemy', 'NULL']
[' ', 'NULL']
['have', 'NULL']
['served', 'NULL']
['as', 'NULL']
['a', 'NULL']
['distraction', 'NULL']
['to', 'NULL']
['keep', 'NULL']
['Israelis', 'NULL']
['from', 'NULL']
['dealing', 'NULL']
['with', 'NULL']
['their', 'NULL']
['underlying', 'NULL']
['internal', 'NULL']
['problems', 'NULL']
[' ', 'NULL']
['all', 'NULL']
['of', 'NULL']
['which', 'NULL']
['revolve', 'NULL']
['around', 'NULL']
['the', 'NULL']
['self', 'NULL']
['destructive', 'NULL']
['tendencies', 'NULL']
['inherent', 'NULL']
['in', 'NULL']
['all', 'NULL']
['forms', 'NULL']
['of', 'NULL']
['messianism', 'NULL']
['At', 'NULL']
['some', 'NULL']
['point', 'NULL']
['the', 'NULL']
['leaders', 'NULL']
['of', 'NULL']
['world', 'NULL']
['Jewry', 'NORP']
['are', 'NULL']
['going', 'NULL']
['to', 'NULL']
['sit', 'NULL']
['down', 'NULL']
['and', 'NULL']
['ask', 'NULL']
['if', 'NULL']
['they', 'NULL']
['haven', 'NULL']
['t', 'NULL']
['already', 'NULL']
['on', 'NULL']
['the', 'NULL']
['whole', 'NULL']
['is', 'NULL']
['the', 'NULL']
['state', 'NULL']
['of', 'NULL']
['Israel', 'NULL']
['a', 'NULL']
['net', 'NULL']
['positive', 'NULL']
['or', 'NULL']
['a', 'NULL']
['net', 'NULL']
['negative', 'NULL']
['for', 'NULL']
['the', 'NULL']
['world', 'NULL']
['s', 'NULL']
['Jews', 'NORP']
[' ', 'NULL']
['Is', 'NULL']
['it', 'NULL']
['improving', 'NULL']
['our', 'NULL']
['health', 'NULL']
[' ', 'NULL']
['wealth', 'NULL']
[' ', 'NULL']
['reputation', 'NULL']
[' ', 'NULL']
['peace', 'NULL']
['of', 'NULL']
['mind', 'NULL']
[' ', 'NULL']
['physical', 'NULL']
['security', 'NULL']
[' ', 'NULL']
['and', 'NULL']
['good', 'NULL']
['relations', 'NULL']
['with', 'NULL']
['our', 'NULL']
['neighbors', 'NULL']
[' ', 'NULL']
['or', 'NULL']
['is', 'NULL']
['it', 'NULL']
['damaging', 'NULL']
['them', 'NULL']
[' ', 'NULL']
['If', 'NULL']
['Israel', 'NULL']
['has', 'NULL']
['become', 'NULL']
['a', 'NULL']
['significant', 'NULL']
['net', 'NULL']
['negative', 'NULL']
[' ', 'NULL']
['and', 'NULL']
['there', 'NULL']
['is', 'NULL']
['no', 'NULL']
['realistic', 'NULL']
['prospect', 'NULL']
['of', 'NULL']
['improving', 'NULL']
['the', 'NULL']
['situation', 'NULL']
[' ', 'NULL']
['is', 'NULL']
['there', 'NULL']
['any', 'NULL']
['point', 'NULL']
['in', 'NULL']
['continuing', 'NULL']
['to', 'NULL']
['maintain', 'NULL']
['it', 'NULL']
[' ', 'NULL']
['or', 'NULL']
['like', 'NULL']
['a', 'NULL']
['business', 'NULL']
['gone', 'NULL']
['permanently', 'NULL']
['bad', 'NULL']
[' ', 'NULL']
['should', 'NULL']
['we', 'NULL']
['just', 'NULL']
['put', 'NULL']
['it', 'NULL']
['to', 'NULL']
['rest', 'NULL']
['and', 'NULL']
['get', 'NULL']
['on', 'NULL']
['to', 'NULL']
['more', 'NULL']
['fruitful', 'NULL']
['matters', 'NULL']
['Zionism', 'NORP']
[' ', 'NULL']
['just', 'NULL']
['like', 'NULL']
['Communism', 'NULL']
[' ', 'NULL']
['and', 'NULL']
['for', 'NULL']
['much', 'NULL']
['the', 'NULL']
['same', 'NULL']
['reasons', 'NULL']
[' ', 'NULL']
['is', 'NULL']
['intellectually', 'NULL']
[' ', 'NULL']
['morally', 'NULL']
[' ', 'NULL']
['spiritually', 'NULL']
[' ', 'NULL']
['psychologically', 'NULL']
[' ', 'NULL']
['ideologically', 'NULL']
[' ', 'NULL']
['and', 'NULL']
['economically', 'NULL']
['bankrupt', 'NULL']
['Zionism', 'NORP']
[' ', 'NULL']
['like', 'NULL']
['Communism', 'NULL']
[' ', 'NULL']
['attempted', 'NULL']
['to', 'NULL']
['build', 'NULL']
['a', 'NULL']
['society', 'NULL']
['in', 'NULL']
['a', 'NULL']
['top', 'NULL']
['down', 'NULL']
['fashion', 'NULL']
['by', 'NULL']
['imposing', 'NULL']
['a', 'NULL']
['rigid', 'NULL']
['ideology', 'NULL']
['and', 'NULL']
['theory', 'NULL']
['on', 'NULL']
['an', 'NULL']
['unmalleable', 'NULL']
['physical', 'NULL']
['situation', 'NULL']
[' ', 'NULL']
['Successful', 'NULL']
['nations', 'NULL']
['grow', 'NULL']
['organically', 'NULL']
['from', 'NULL']
['the', 'NULL']
['bottom', 'NULL']
['up', 'NULL']
[' ', 'NULL']
['emerging', 'NULL']
['naturally', 'NULL']
['from', 'NULL']
['and', 'NULL']
['cooperating', 'NULL']
['with', 'NULL']
['the', 'NULL']
['facts', 'NULL']
['on', 'NULL']
['the', 'NULL']
['ground', 'NULL']
['All', 'NULL']
['successful', 'NULL']
['enterprises', 'NULL']
['are', 'NULL']
['fundamentally', 'NULL']
['pragmatic', 'NULL']
['and', 'NULL']
['bottom', 'NULL']
['up', 'NULL']
[' ', 'NULL']
['All', 'NULL']
['messianic', 'NULL']
['movements', 'NULL']
['in', 'NULL']
['the', 'NULL']
['world', 'NULL']
['are', 'NULL']
['doomed', 'NULL']
['to', 'NULL']
['failure', 'NULL']
['because', 'NULL']
['they', 'NULL']
['are', 'NULL']
['top', 'NULL']
['down', 'NULL']
['and', 'NULL']
['over', 'NULL']
['ideological', 'NULL']
['in', 'NULL']
['their', 'NULL']
['essential', 'NULL']
['nature', 'NULL']
[' ', 'NULL']
['The', 'NULL']
['curse', 'NULL']
['of', 'NULL']
['messianism', 'NULL']
['is', 'NULL']
['the', 'NULL']
['curse', 'NULL']
['of', 'NULL']
['ideology', 'NULL']
['and', 'NULL']
['theory', 'NULL']
['on', 'NULL']
['a', 'NULL']
['megalomaniacal', 'NULL']
['scale', 'NULL']
['This', 'NULL']
['ideology', 'NULL']
['is', 'NULL']
['no', 'NULL']
['more', 'NULL']
[' ', 'NULL']
['It', 'NULL']
['has', 'NULL']
['ceased', 'NULL']
['to', 'NULL']
['be', 'NULL']
[' ', 'NULL']
['It', 'NULL']
['s', 'NULL']
['expired', 'NULL']
['and', 'NULL']
['gone', 'NULL']
['to', 'NULL']
['meet', 'NULL']
['its', 'NULL']
['maker', 'NULL']
[' ', 'NULL']
['This', 'NULL']
['is', 'NULL']
['a', 'NULL']
['late', 'NULL']
['ideology', 'NULL']
[' ', 'NULL']
['It', 'NULL']
['s', 'NULL']
['a', 'NULL']
['stiff', 'NULL']
[' ', 'NULL']
['Bereft', 'NULL']
['of', 'NULL']
['life', 'NULL']
[' ', 'NULL']
['its', 'NULL']
['rests', 'NULL']
['in', 'NULL']
['peace', 'NULL']
[' ', 'NULL']
['If', 'NULL']
['you', 'NULL']
['hadn', 'NULL']
['t', 'NULL']
['nailed', 'NULL']
['it', 'NULL']
['to', 'NULL']
['the', 'NULL']
['perch', 'NULL']
[' ', 'NULL']
['it', 'NULL']
['would', 'NULL']
['be', 'NULL']
['pushing', 'NULL']
['up', 'NULL']
['the', 'NULL']
['daisies', 'NULL']
[' ', 'NULL']
['It', 'NULL']
['s', 'NULL']
['rung', 'NULL']
['down', 'NULL']
['the', 'NULL']
['curtain', 'NULL']
['and', 'NULL']
['joined', 'NULL']
['the', 'NULL']
['choir', 'NULL']
['invisible', 'NULL']
[' ', 'NULL']
['This', 'NULL']
['is', 'NULL']
['an', 'NULL']
['ex', 'NULL']
['ideology', 'NULL']
['In', 'NULL']
['any', 'NULL']
['case', 'NULL']
[' ', 'NULL']
['enjoy', 'NULL']
['the', 'NULL']
['laugh', 'NULL']
['I', 'NULL']
['can', 'NULL']
['t', 'NULL']
['guarantee', 'NULL']
['I', 'NULL']
['ll', 'NULL']
['find', 'NULL']
['the', 'NULL']
['time', 'NULL']
['to', 'NULL']
['participate', 'NULL']
['in', 'NULL']
['this', 'NULL']
['conference', 'NULL']
['at', 'NULL']
['any', 'NULL']
['length', 'NULL']
['to', 'NULL']
['provide', 'NULL']
['the', 'NULL']
['long', 'NULL']
['version', 'NULL']
['of', 'NULL']
['these', 'NULL']
['insights', 'NULL']
[' ', 'NULL']
['But', 'NULL']
['after', 'NULL']
['you', 'NULL']
['laugh', 'NULL']
[' ', 'NULL']
['give', 'NULL']
['a', 'NULL']
['little', 'NULL']
['serious', 'NULL']
['thought', 'NULL']
['to', 'NULL']
['what', 'NULL']
['I', 'NULL']
['am', 'NULL']
['saying', 'NULL']
[' ', 'NULL']
['I', 'NULL']
['just', 'NULL']
['may', 'NULL']
['be', 'NULL']
['right', 'NULL']
['WayneReading', 'NULL']
['List', 'NULL']
[' ', 'NULL']
['Avineri', 'NULL']
[' ', 'NULL']
['Shlomo', 'NULL']
[' ', 'NULL']
['Moses', 'NULL']
['Hess', 'NULL']
[' ', 'NULL']
['Prophet', 'NULL']
['of', 'NULL']
['Communism', 'NULL']
['and', 'NULL']
['Zionism', 'NORP']
[' ', 'NULL']
['New', 'NULL']
['York', 'NULL']
['and', 'NULL']
['London', 'NULL']
[' ', 'NULL']
['New', 'NULL']
['York', 'NULL']
['University', 'NULL']
['Press', 'NULL']
['  ', 'NULL']
['Friedman', 'NULL']
[' ', 'NULL']
['Robert', 'NULL']
['I', 'NULL']
[' ', 'NULL']
['the', 'NULL']
['False', 'NULL']
['Prophet', 'NULL']
[' ', 'NULL']
['Rabbi', 'NULL']
['Meir', 'NULL']
['Kahane', 'NULL']
[' ', 'NULL']
['From', 'NULL']
['FBI', 'ORG']
['Informant', 'NULL']
['to', 'NULL']
['Knesset', 'NULL']
['Member', 'NULL']
[' ', 'NULL']
['Brooklyn', 'NULL']
[' ', 'NULL']
['Lawrence', 'NULL']
['Hill', 'NULL']
['Books', 'NULL']
['  ', 'NULL']
['Golan', 'NULL']
[' ', 'NULL']
['Matti', 'NULL']
[' ', 'NULL']
['With', 'NULL']
['Friends', 'NULL']
['Like', 'NULL']
['You', 'NULL']
[' ', 'NULL']
['What', 'NULL']
['Israelis', 'NULL']
['Really', 'NULL']
['Think', 'NULL']
['About', 'NULL']
['American', 'NULL']
['Jews', 'NORP']
[' ', 'NULL']
['New', 'NULL']
['York', 'NULL']
[' ', 'NULL']
['The', 'NULL']
['Free', 'NULL']
['Press', 'NULL']
['   ', 'NULL']
['Translated', 'NULL']
['from', 'NULL']
['the', 'NULL']
['Hebrew', 'NULL']
['by', 'NULL']
['Hillel', 'NULL']
['Halkin', 'NULL']
['Harkabi', 'NULL']
[' ', 'NULL']
['Yehoshafat', 'NULL']
[' ', 'NULL']
['Israel', 'NULL']
['s', 'NULL']
['Fateful', 'NULL']
['Hour', 'NULL']
[' ', 'NULL']
['New', 'NULL']
['York', 'NULL']
[' ', 'NULL']
['Harper', 'NULL']
['  ', 'NULL']
['Row', 'NULL']
['  ', 'NULL']
['Leibowitz', 'NULL']
[' ', 'NULL']
['Yeshayahu', 'NULL']
[' ', 'NULL']
['Judaism', 'NORP']
[' ', 'NULL']
['Human', 'NULL']
['Values', 'NULL']
[' ', 'NULL']
['and', 'NULL']
['the', 'NULL']
['Jewish', 'NORP']
['State', 'NULL']
[' ', 'NULL']
['Cambridge', 'NULL']
[' ', 'NULL']
['MA', 'NULL']
[' ', 'NULL']
['Harvard', 'NULL']
['University', 'NULL']
['Press', 'NULL']
['  ', 'NULL']
['Leshem', 'NULL']
[' ', 'NULL']
['Moshe', 'NULL']
[' ', 'NULL']
['Balaam', 'NULL']
['s', 'NULL']
['Curse', 'NULL']
[' ', 'NULL']
['How', 'NULL']
['Israel', 'NULL']
['Lost', 'NULL']
['Its', 'NULL']
['Way', 'NULL']
[' ', 'NULL']
['and', 'NULL']
['How', 'NULL']
['It', 'NULL']
['Can', 'NULL']
['Find', 'NULL']
['It', 'NULL']
['Again', 'NULL']
[' ', 'NULL']
['New', 'NULL']
['York', 'NULL']
[' ', 'NULL']
['Simon', 'NULL']
['and', 'NULL']
['Schuster', 'NULL']
['  ', 'NULL']
['Lustick', 'NULL']
[' ', 'NULL']
['Ian', 'NULL']
['S', 'NULL']
[' ', 'NULL']
['for', 'NULL']
['the', 'NULL']
['Land', 'NULL']
['and', 'NULL']
['the', 'NULL']
['Lord', 'NULL']
[' ', 'NULL']
['Jewish', 'NORP']
['Fundamentalism', 'NULL']
['in', 'NULL']
['Israel', 'NULL']
[' ', 'NULL']
['New', 'NULL']
['York', 'NULL']
[' ', 'NULL']
['Council', 'NULL']
['on', 'NULL']
['Foreign', 'NULL']
['Relations', 'NULL']
['  ', 'NULL']
['Roth', 'NULL']
[' ', 'NULL']
['Philip', 'NULL']
[' ', 'NULL']
['Operation', 'NULL']
['Shylock', 'NULL']
[' ', 'NULL']
['A', 'NULL']
['Confession', 'NULL']
[' ', 'NULL']
['New', 'NULL']
['York', 'NULL']
[' ', 'NULL']
['Simon', 'NULL']
['  ', 'NULL']
['Schuster', 'NULL']
['  ', 'NULL']
['Scholem', 'NULL']
[' ', 'NULL']
['Gershom', 'NULL']
[' ', 'NULL']
['Sabbatai', 'NULL']
['Sevi', 'NULL']
[' ', 'NULL']
['The', 'NULL']
['Mystical', 'NULL']
['Messiah', 'NULL']
[' ', 'NULL']
['Princeton', 'NULL']
[' ', 'NULL']
['New', 'NULL']
['Jersey', 'NULL']
[' ', 'NULL']
['Princeton', 'NULL']
['University', 'NULL']
['Press', 'NULL']
['   ', 'NULL']
['Translated', 'NULL']
['by', 'NULL']
['R', 'NULL']
[' ', 'NULL']
['J', 'NULL']
[' ', 'NULL']
['Zwi', 'NULL']
['Werblowsky', 'NULL']
['Segev', 'NULL']
[' ', 'NULL']
['Tom', 'NULL']
[' ', 'NULL']
['The', 'NULL']
['Seventh', 'NULL']
['Million', 'NULL']
[' ', 'NULL']
['The', 'NULL']
['Israelis', 'NULL']
['and', 'NULL']
['The', 'NULL']
['Holocaust', 'NULL']
[' ', 'NULL']
['New', 'NULL']
['York', 'NULL']
[' ', 'NULL']
['Hill', 'NULL']
['and', 'NULL']
['Wang', 'NULL']
['  ', 'NULL']
['Sicker', 'NULL']
[' ', 'NULL']
['Martin', 'NULL']
[' ', 'NULL']
['Judaism', 'NORP']
[' ', 'NULL']
['Nationalism', 'NULL']
[' ', 'NULL']
['and', 'NULL']
['the', 'NULL']
['Land', 'NULL']
['of', 'NULL']
['Israel', 'NULL']
[' ', 'NULL']
['Boulder', 'NULL']
[' ', 'NULL']
['CO', 'NULL']
[' ', 'NULL']
['Westview', 'NULL']
['Press', 'NULL']
['  ', 'NULL']
